Lat,-180,-178,-176,-174,-172,-170,-168,-166,-164,-162,-160,-158,-156,-154,-152,-150,-148,-146,-144,-142,-140,-138,-136,-134,-132,-130,-128,-126,-124,-122,-120,-118,-116,-114,-112,-110,-108,-106,-104,-102,-100,-98,-96,-94,-92,-90,-88,-86,-84,-82,-80,-78,-76,-74,-72,-70,-68,-66,-64,-62,-60,-58,-56,-54,-52,-50,-48,-46,-44,-42,-40,-38,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79390,419270,91350,9250,481620,149270,236160,143870,43550,72310,41200,67090,27550,78640,549680,355210,662650,714560,3398170,2859800,2536880,6198430,1903010,7380330,2218190,998560,2355520,6053720,62230,12940,24680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985130,973700,1500250,2711690,1837690,1920870,2087310,3080120,1732280,200200,3336680,4034180,763890,1426970,2092060,4939150,3407940,2857150,2186090,184130,0,1050,5110,0,229440,887470,2245760,2392950,1718400,133130,175360,70230,16870,42190,1066490,338810,61690,38200,140290,1102120,818060,502890,1637480,1836290,368210,738640,790690,376740,2438980,494220,185210,154020,120940,20360,20060,11680,10840,10990,31340,67660,158980,262680,380540,825630,2471910,3216890,7226960,9003570,3964730,2425030,1327440,604980,20620,0,17540,3317660,1192480,433420,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116480,277150,78010,29770,25140,41290,329730,1636510,64600,55500,755730,125350,84730,236020,891350,619080,795380,1078680,2593540,6701310,2056720,2781660,5464400,2362850,2162360,12072930,14970570,2031670,17390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3921240,1170380,1506010,5541520,1112700,1837110,4183370,2930,0,796140,350,4218730,6907540,2962170,2310870,2487420,2457490,1090130,1785900,12227450,2683700,2526310,1973640,2255850,1420320,1635470,1727000,5569150,2405330,2632750,544630,71390,29050,207230,609940,1530480,387000,970260,944300,7065370,5428150,3946960,252270,297960,438080,778150,488870,350770,172170,110130,64220,130000,192120,170330,227200,19200,14300,59900,1150380,1880620,3441760,4432470,4640960,11173590,6842160,6499730,16325960,4137380,2906510,2619960,120,0,0,0,15870,2330380,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217130,2773540,513690,5480,11640,42630,81680,157330,195710,3010170,62750,68500,144850,418560,2311720,638100,2722890,1113130,2140660,4737050,2049260,1042700,1122510,8359490,4349030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310,38610,58560,0,0,0,0,0,0,0,0,3759070,1066220,712610,989470,4301770,205470,665860,41840,0,965070,0,1020210,1023430,1547200,258990,1165870,2556250,69820,4133010,3482820,2100720,3406570,2067240,1878930,1739600,2080700,1701760,2212200,2184530,2123930,0,122390,210700,284870,348710,381990,689560,2017950,4112480,2967200,468030,213110,602780,2069510,568080,572700,102200,15290,10960,6010,12430,43030,38090,98170,664400,1204630,1072970,469310,2444990,1012430,2910400,6460220,19318450,25351040,5777070,3471290,2295770,8680400,6298120,401910,0,0,0,0,571830,5160470,10990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3783520,3718040,1270030,23160,1323950,131810,53210,162140,122480,107020,33540,149240,117290,936870,1440710,820290,465320,897300,1996000,1216840,1435720,1488970,1752270,2919370,126870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132800,0,0,0,0,0,0,0,292490,1729960,3684700,1569850,920910,1437670,5738790,3807850,3871820,2487100,2543540,1140530,2340220,5860,0,318410,2688420,134610,831400,2122940,1716950,2346730,2673120,4592470,3005000,4121960,2079810,3504380,2778280,3041220,2333990,2159430,1700860,1073500,2235010,1347910,475670,869830,2639020,3707060,800670,823340,753550,447240,574450,320340,74620,16480,13550,7350,19920,45800,40170,78620,130950,2371080,5078970,2991220,2403460,2250090,6642460,10464480,26102110,23487890,15625730,12673470,1680230,312340,26713120,2860060,10310,25220,380,3287310,9890340,4248730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453590,6786100,2626720,230510,162930,199130,135630,843250,125120,141230,360740,356340,1492370,666790,1034010,869860,1605840,1617630,2443210,2338480,3341370,2543910,1099220,16770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696270,5717180,2016300,3518620,2553010,1666980,2279550,1993200,2116930,1949630,5770,359530,0,0,0,49690,513890,24040,0,0,759880,1292980,6213880,1553950,1451470,1725980,2835950,3184990,3251520,13105060,654950,189830,399450,1045750,1100300,1159070,772620,1005700,5117560,6174360,9134610,4511600,480460,85680,62780,21780,9910,8900,14490,30830,20740,28380,45080,82150,331460,3065550,6576360,7832290,17208110,11262280,25629090,28344470,29213880,20581300,863750,0,22620,5801100,10779920,1143180,6365360,21522150,13499850,31695010,4263200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,3677740,8442000,732050,1727690,2406420,84430,220580,180250,226160,374160,422140,5538290,987370,880980,897710,631790,1817240,4006150,1456740,1551520,565080,3960,0,0,0,0,0,62960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239450,0,0,0,1884360,8207530,2295020,457070,179440,114400,394280,425090,391230,427940,697340,2194040,564210,0,310,261600,70180,180,0,0,0,0,8752730,2809860,395800,406200,678240,9090640,1535770,2628670,3050020,1432110,157340,76240,352090,277190,409540,753140,974570,3591680,8022130,15194230,14813700,1179480,39440,11320,8690,7770,8420,11370,48040,74560,79200,176580,157090,184650,379380,3947170,5964810,4918630,7582050,18785600,26536180,21478100,24472730,13325350,0,0,550720,1375920,9883680,2190910,585900,34120,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46450,646200,125490,429340,151590,2041280,32460,224620,142380,281330,2043350,1360490,1068450,1584880,1417010,978950,1110710,723400,1326960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3735030,1690040,635460,147070,71180,62160,170040,98950,111310,136850,75480,136050,73240,77120,40360,758860,122590,41700,128500,2751520,36998220,1951010,6224520,950270,121780,165490,545740,1141340,2747080,3187310,1535550,1371350,490310,593750,341970,631450,196010,1088550,1879040,1009970,8844460,23453410,26754080,15133780,2813340,166380,17060,19900,35130,55450,152820,138650,163630,243250,230100,310530,7502580,26682960,21392020,9669010,7577610,17353560,20728410,15401190,17977970,39715180,711670,0,0,7780,2222550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104220,117140,744780,181150,933570,290590,121750,436640,1779400,525280,4075180,138920,1018520,104340,0,21260,1917440,3066820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,775080,520360,126910,189070,648560,66510,38420,58150,46110,33330,83870,76500,59740,19710,45970,67170,33200,52570,53540,30690,48690,43490,9010,18650,12363740,449160,199800,123500,179880,159150,113130,169390,1273110,1066590,1056710,2670710,660160,547090,526510,438990,171120,175290,1358100,4075600,10227900,6123330,8892130,42692820,23849600,6986790,2413920,1041850,153150,375030,621670,158630,267310,96600,282850,524580,6129440,20470830,16032950,7154940,9706180,18797530,12717310,11536060,8856620,17632930,630660,0,0,81810,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8200,45950,151000,854420,233300,225470,155760,487020,1330840,692240,0,0,0,0,0,0,2025800,4097880,40940,17990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3270,5600,215940,195730,75990,38470,6740,10570,27800,32130,28330,10480,10460,7660,10290,32750,32850,108490,15670,14690,17200,17200,10170,5120,5390,7968690,2161260,72990,283110,310840,184730,416430,436730,300540,176390,612990,305870,521340,780380,333390,423140,504140,352370,3064170,7152520,1383880,4779710,11819780,16694280,25043820,30134810,29796130,29282130,14520660,13409380,9742140,6921790,6883300,273770,1255000,3228260,7440890,11134420,12162440,6472250,14011110,16893040,9057810,5836330,9307090,4280050,0,0,1163790,99060,0,0,0,0,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5970,196760,685760,1163570,480040,1221150,4140290,807930,686120,0,0,0,0,0,0,910,2559440,5020,228610,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18880,38570,1690,1710,3390,19760,31860,32690,24110,10670,10720,9800,8570,22690,11530,9710,9710,7250,3770,3770,18490,34540,31720,23400,2593070,53000,118270,415940,389210,672560,564960,490530,244510,728230,26060,1579650,476470,83670,192800,273470,159520,11867740,7618820,3388210,7610280,8578230,6506640,9464270,15803380,25283040,34458960,29079250,42869610,26052610,8900250,1709460,1477010,4291840,5054390,8983580,6641480,4263900,6605920,8080550,7992530,8050520,10208260,13190350,13416470,5470,98950,0,0,2110,0,0,0,0,900,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,36310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75740,88880,415650,668640,1238890,1498960,1029510,602690,0,0,0,0,0,76850,3360250,1516500,831870,9730,6020,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4950,33900,70820,1390,1750,3920,14020,16570,27870,26650,10900,10900,10720,9860,9090,4320,8330,10630,7470,3830,3830,21930,40010,31910,21460,3570,27380,4000,667220,1106400,964370,551250,552920,274710,246780,494530,489400,800080,975610,0,0,0,7160,1467810,6029450,21599100,12084170,9789790,8075040,6546080,6452620,11233460,27421150,56042820,49802490,3476630,3899600,2459480,1985410,2380390,3971840,3982510,5451070,12665600,13025190,34924910,21334020,11744680,79460,8042720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,150,252330,780690,13490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20060,1171580,6597710,6291520,3410700,1855610,0,0,112980,1558920,602030,24920,78490,43590,868390,2624910,1462740,31640,11580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41840,48290,34520,2260,2480,3980,11340,14460,14650,23290,13000,11050,14960,25620,14700,1150,3540,11570,11170,7920,4430,11420,18380,18260,18140,121300,49080,26300,537280,1778560,1306070,565520,548450,248020,246140,242250,140250,33360,108090,0,0,0,0,717040,6034220,12621710,11387530,9410990,10629610,9669870,8855070,10046680,12265480,1932020,1021110,3797610,6809840,3402700,1075030,1193770,1314880,13697640,12820160,3936450,9716740,592550,17160,0,0,39580,3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,2910,131790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383590,2041230,3019800,26835910,6224460,1134250,1059600,444400,408680,63830,0,0,36450,158600,1889310,594100,6992090,5711970,3344640,3046870,807410,77810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124670,458880,58530,27010,2280,4510,23650,11960,14830,17560,14660,39140,25920,28850,15050,16390,3090,11720,11310,11660,11270,102070,92510,122700,122400,171950,79470,759970,23170,736480,938860,366160,283180,217700,159900,85260,15900,11470,0,0,0,0,0,0,0,27655450,11073450,11383230,10121160,2705970,8445890,5072590,166230,0,0,467850,3946590,2283600,3261870,1811040,1620870,6706820,295340,3904300,2857790,0,0,0,0,881220,79730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22740,396830,2181140,1972880,1314310,3153490,814260,418560,32620,5340,0,0,0,640940,0,0,38210,0,139730,65180,53670,422660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126180,18390,0,0,210700,557890,395010,217760,139020,88460,59420,369540,180150,167450,33510,61040,52550,57310,31310,6000,31800,22320,11400,11520,11730,95100,91050,134510,567110,1096540,630570,673790,615680,79180,2464770,679040,141340,142110,61240,133960,104460,130,0,0,0,0,0,0,0,3320770,15123100,10396620,15664740,15530020,6376120,0,0,0,0,0,7373210,9002720,2400930,3446740,6937380,2983310,2581730,631460,0,0,0,0,252390,5776180,222890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166010,10880,1415090,8902770,3776650,3564710,410130,79120,0,0,0,0,0,0,0,0,0,0,510060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43420,238950,0,0,5387360,1155990,639450,609300,536070,383870,731230,891680,449700,620930,586760,1332930,1185190,648290,105960,58630,153960,137830,223540,215220,424150,129760,92260,113370,369260,5683670,1014600,919500,3757900,272850,4408480,4899420,481750,626980,104670,1640,0,0,0,0,0,0,0,0,0,1143420,10064160,10501830,7982670,2011460,0,0,0,0,0,1390,395700,339960,2057200,6830350,6502330,4499720,891840,3504270,0,0,0,0,94560,25563920,578850,14110,0,0,0,0,0,0,0,0,0,72740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178750,5458010,3535740,1147040,46050,63460,0,0,0,4700,80700,246590,0,0,0,331900,267490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542460,2083380,570100,388510,1727820,1631760,2049250,2428340,3781460,1035130,2013680,4338870,5774760,6931780,2053960,953950,721750,411100,273690,366340,1183190,1308750,569340,727360,1244640,2296480,730790,2379630,3664820,1131400,1961620,3454410,176680,220,0,31590,15720,0,0,0,0,0,0,0,540,0,8478660,16513820,16406140,7917560,0,0,0,0,0,180790,570,15100,2710960,12450820,3345850,2504910,1016590,4484830,0,0,0,0,18230,3136660,4399050,1280360,0,0,0,0,0,0,0,0,0,155090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804800,1741180,372010,0,0,0,3632690,1542310,2836630,2815850,6991800,908630,937680,1303010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41760,998850,1899920,927470,922490,1089720,1939540,1588680,2584340,1533370,1071430,2292180,5809860,7984390,4027110,3788600,2895310,757490,274180,156940,434940,722130,580300,700870,646890,489340,539330,5217320,6617170,1036290,1021640,81420,58970,258620,86730,0,0,0,0,0,0,0,0,0,0,49620,5404170,22793080,20035500,0,0,0,0,0,0,50400,0,7520,923170,0,406850,13371860,15617940,1855480,0,0,0,0,268450,232430,8522670,3471180,8380,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,850,70,100,1060,410,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428600,1429560,552710,1563130,503940,2575690,1701950,2042990,1731590,832510,873720,1513730,82890,2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3628160,1926640,1306930,718860,983940,834420,1359900,1921810,1697800,3181330,2625810,4671760,2387870,1893160,1619810,1229900,617720,60180,98090,121070,475270,1070760,545560,664770,2586880,4212590,8616390,3556920,1680650,613000,271590,255260,23070,0,0,0,0,0,0,0,0,0,0,9320,0,20550300,5003130,2258890,0,0,0,0,0,67550,0,1930,2665400,362770,800,4627940,1502200,0,0,0,0,146900,189870,6320,3549960,4258960,571260,0,0,0,130,0,12440,300,0,0,0,0,0,0,0,0,0,0,0,440,11530,750,2170,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,242080,4890,575300,4424790,3353520,464640,142540,267570,91840,277420,84070,403020,127000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213120,1795140,1904030,2802410,2927020,2947900,5232720,5317250,15804660,10017910,10582440,5394000,1960000,448450,581820,542610,268990,91200,42270,15280,204520,627200,767850,361530,985940,6725340,7580680,851050,464990,372520,433910,174800,0,0,0,0,0,0,0,0,0,0,0,45250,0,0,3531680,12497910,0,0,0,0,0,47880,0,0,1579220,4171650,706310,0,0,0,0,0,5190,491410,28400,479950,2068190,7847920,736960,0,0,0,18970,0,0,0,0,0,790,1960,58490,200,0,330,37900,260,0,0,0,3220,26720,120,0,0,0,0
4,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968710,11205140,2183930,72550,26090,69310,9090,25650,23910,46650,90760,383830,137070,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37350,645690,1506110,3012190,2840200,5734760,322470,0,2059790,15355040,3872330,3427380,455320,467960,415330,1128090,588300,209150,103800,131330,249560,432150,315860,250680,1148400,1040830,299280,318230,422650,204550,10360,0,0,0,0,0,0,0,0,0,0,0,143180,0,0,0,306010,0,0,0,0,0,0,959940,2200270,265910,4183270,1511350,0,1610,6540,0,74770,792090,1387500,652080,509130,0,242680,51860,0,0,30,0,0,0,0,0,0,0,0,0,890,0,140,0,0,8810,0,0,3570,0,50,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,1720,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74080,4536410,2645920,333250,49900,16470,8410,2300,23650,233020,27520,77250,15120,11580,20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779990,1688120,382500,223270,147910,1333550,1112330,865190,316790,664370,633360,3742960,2289050,626860,119340,258090,424060,762470,1933350,131170,0,0,0,0,0,0,0,0,0,0,0,0,43500,0,0,0,0,0,0,0,0,0,0,22420,683530,9235710,6312820,2695810,13550,28000,40700,291730,321430,73480,335820,4520,0,0,195790,38390,46690,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6420,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,10460,1143580,2167730,454750,43370,37650,17370,7660,5650,11280,25390,31510,33350,47580,33780,372450,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137700,619630,269550,76580,63070,60640,351650,402720,437190,937200,250130,2324720,4033890,8479710,8760170,1593050,271640,400930,677640,731310,0,0,0,0,0,0,0,0,0,0,0,0,0,30940,0,0,0,0,0,0,0,0,0,0,0,683780,1817560,2729170,6463650,886970,3490,1460700,1542500,250030,74720,298050,63450,591300,946830,1627810,403130,66610,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54210,0,0,0,0
-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13180,4310,0,0,0,1177230,4952540,266730,45980,10390,6960,10730,12600,12330,10160,35660,30640,38180,101780,54250,219150,2376930,885940,166210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,0,135700,104950,155550,163980,310460,643610,344520,459460,263600,292930,6137720,6337040,504950,7232100,10132760,781410,960430,569350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28050,0,0,0,0,0,0,0,0,0,0,0,1610,149810,4200740,2316300,337590,86810,1033280,759460,442910,490170,1624630,760600,464790,468020,74970,134640,30270,212210,167540,99140,129040,9140,0,390,490,3150,4470,20,0,0,0,0,0,0,0,12220,270,0,0,11240,2380,0,0
-4,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250290,2672250,52240,21770,267380,50350,83080,47560,64820,31870,1303400,425240,205290,326630,108100,93680,475470,314960,2179690,618780,1068930,3268390,0,0,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3970,114700,315860,871310,700410,626070,163730,647970,421290,739060,9480300,4744470,4287400,1677020,2679920,1239710,356680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12930,516670,3159670,4195210,500290,67120,316520,480580,3211740,261010,1946190,1361330,336320,37980,192690,592160,55410,105260,116480,191050,264000,395520,102290,10110,37750,390,44420,21270,170,0,0,0,0,0,0,0,0,0,940,1200,0,0
-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264680,1133390,230490,107100,260280,25750,50970,44740,65290,36830,43220,38120,55330,59470,26850,170910,383230,720290,973850,1709470,798920,1316000,841200,1235590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330930,2438640,7057840,1213200,2353110,936140,1495820,490110,796440,1128150,1528710,1339280,1888040,990870,3126760,0,0,0,0,0,0,0,80410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830260,7653860,225540,0,8390,0,31550,17330,3559250,1797770,1090510,8800,540,19960,26810,127700,46690,97520,223360,172380,601550,738550,68600,77210,239030,94160,75550,20,100,0,0,0,0,0,0,0,0,720,0,0
-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59840,2705840,791420,174650,84300,53010,28790,16000,16070,33900,29670,15980,43940,30890,22020,173790,368210,265340,164680,400900,702980,1923370,1453060,4718360,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,209360,739130,790860,547020,1112760,2930630,980460,657070,592820,603540,522210,1134920,1777310,3914140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998270,42485100,23726670,26881580,19474820,747980,280,0,89790,0,4970,16580,17600,75860,580,37210,440,103040,89270,271620,748430,493160,17870,17680,0,140920,37530,9830,420,0,0,0,0,0,0,0,1740,1790,0
-10,0,0,0,600,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286780,1269050,333850,124050,52700,110930,96010,115840,349230,49160,24290,46670,61760,31140,88600,223590,90780,104760,239200,672330,610610,2654080,4599950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127080,774030,559820,174550,152790,298560,425760,561470,568170,746990,1978230,1469360,471800,478160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2508020,6206310,4739590,3374700,1173730,1228140,631580,1571400,223540,14270,16930,0,0,1400,3610,98750,29400,270,418280,145690,42850,12970,0,44600,103930,189990,160,0,350,0,0,0,0,0,5830,0
-12,0,0,0,0,40,0,0,820,0,780,420,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4070,3253520,927340,56930,37160,206170,127570,131430,332260,350390,55540,91980,178900,43080,58610,346440,97170,184280,255690,823550,1266330,2019030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89200,892890,917130,374890,114030,220930,790880,1743840,620800,468620,825690,1029050,503320,1570160,325450,368280,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,0,0,0,0,0,700,109140,520500,84110,0,0,2210,570,70,80,0,0,8730,0,1760,49140,59350,17930,4100,0,300,26750,9390,10780,9120,0,0,0,0,0,70,0
